"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
015825,LIGHTHOUSE PUBLIC SCHOOLS,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,422,0.891,0.282,F,59,F,49,D,63,D,63,F,51,F,55,,,,,,,,,Not Earned,,,,,,,
015825,LIGHTHOUSE PUBLIC SCHOOLS,015825001,LIGHTHOUSE MIDDLE,REGION 20: SAN ANTONIO,BEXAR,Middle School,06 - 08,No,Yes,86,0.884,0.279,F,57,F,46,F,58,F,58,F,48,F,55,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,20,20,124,124,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015825,LIGHTHOUSE PUBLIC SCHOOLS,015825002,LIGHTHOUSE HIGH,REGION 20: SAN ANTONIO,BEXAR,High School,09 - 12,No,Yes,82,0.866,0.195,D,69,F,56,B,85,B,85,D,60,F,58,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,20,20,124,124,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015825,LIGHTHOUSE PUBLIC SCHOOLS,015825101,LIGHTHOUSE EL,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 05,No,Yes,254,0.902,0.311,F,49,F,45,F,48,F,48,F,46,F,51,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,20,20,124,124,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,4315,0.608,0.213,B,85,B,80,B,83,B,80,B,83,B,89,,,,,,,,,Not Earned,,,,,,,
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,015827001,SST SA COLLEGE PREP H S,REGION 20: SAN ANTONIO,BEXAR,High School,07 - 12,No,Yes,615,0.455,0.08,B,88,B,84,B,85,B,85,B,80,A,94,,,Earned,Earned,Earned,Earned,Earned,Earned,Not Earned,35,21,119,121,26,25,OPEN ENROLLMENT CHARTER SCHOOL
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,015827002,SST ALAMO,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 06,No,Yes,771,0.537,0.158,B,85,B,83,B,83,B,83,B,83,A,90,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,21,21,119,119,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,015827003,SST THE WOODLANDS,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 08,No,Yes,324,0.546,0.201,B,87,B,89,B,87,B,83,B,87,B,83,,,Earned,Earned,Earned,,Earned,Not Earned,Earned,2,18,150,139,7,15,OPEN ENROLLMENT CHARTER SCHOOL
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,015827004,SST EXCELLENCE,REGION 20: SAN ANTONIO,BEXAR,Middle School,05 - 08,No,Yes,131,0.924,0.519,A,91,C,79,A,90,A,90,A,90,A,92,,,Not Earned,Earned,Earned,Earned,Earned,Earned,Earned,29,29,141,141,6,6,OPEN ENROLLMENT CHARTER SCHOOL
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,015827005,SST SPRING,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 08,No,Yes,808,0.656,0.248,B,89,C,77,B,89,B,89,B,82,A,90,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,2,2,150,150,4,4,OPEN ENROLLMENT CHARTER SCHOOL
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,015827006,SST CHAMPIONS,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,PK - 10,No,Yes,1283,0.762,0.308,B,84,C,75,B,83,D,67,B,83,B,87,,,Not Earned,Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,2,2,139,139,4,4,OPEN ENROLLMENT CHARTER SCHOOL
015827,SCHOOL OF SCIENCE AND TECHNOLOGY,015827007,SST SCHERTZ,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 06,No,Yes,383,0.319,0.047,A,90,A,92,B,88,B,88,B,85,B,86,,,Earned,Not Earned,Not Earned,,Earned,Not Earned,Earned,28,28,44,44,25,25,OPEN ENROLLMENT CHARTER SCHOOL
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,4817,0.843,0.423,B,84,C,78,B,83,C,78,B,83,B,86,,,,,,,,,Not Earned,,,,,,,
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,015828001,HARMONY SCIENCE ACAD (SAN ANTONIO),REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,06 - 12,No,Yes,623,0.758,0.172,B,86,B,81,B,84,C,72,B,84,A,92,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,23,23,124,124,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,015828002,HARMONY SCHOOL OF INNOVATION - SAN ANTONIO,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 08,No,Yes,461,0.885,0.148,C,74,D,62,C,74,C,74,D,69,C,75,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,35,35,120,120,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,015828003,HARMONY SCIENCE ACADEMY - LAREDO,REGION 20: SAN ANTONIO,BEXAR,Middle School,06 - 08,No,Yes,677,0.882,0.609,A,91,B,80,A,90,B,83,A,90,A,92,,,Earned,Not Earned,Not Earned,Earned,Earned,Earned,Earned,28,28,42,42,21,21,OPEN ENROLLMENT CHARTER SCHOOL
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,015828004,HARMONY SCHOOL OF INNOVATION - LAREDO,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 05,No,Yes,700,0.876,0.614,F,59,F,57,F,59,F,58,F,59,D,61,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,42,42,21,21,OPEN ENROLLMENT CHARTER SCHOOL
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,015828005,HARMONY SCIENCE ACADEMY - BROWNSVILLE,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 08,No,Yes,522,0.941,0.605,C,79,D,65,B,80,B,80,C,73,C,78,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,34,34,38,38,27,27,OPEN ENROLLMENT CHARTER SCHOOL
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,015828006,HARMONY SCHOOL OF EXCELLENCE - SAN ANTONIO,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 05,No,Yes,344,0.863,0.256,C,79,D,69,B,81,B,81,C,75,C,73,,,Not Earned,Not Earned,Earned,,Earned,Not Earned,Not Earned,20,20,124,124,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,015828007,HARMONY SCHOOL OF INNOVATION - BROWNSVILLE,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,06 - 12,No,Yes,550,0.905,0.427,A,91,B,89,A,91,B,84,A,91,A,92,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,Not Earned,34,34,38,38,27,27,OPEN ENROLLMENT CHARTER SCHOOL
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,015828008,HARMONY SCHOOL OF EXCELLENCE - LAREDO,REGION 20: SAN ANTONIO,BEXAR,High School,09 - 12,No,Yes,630,0.862,0.529,A,93,A,90,A,93,B,84,A,93,A,94,,,Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,28,28,42,42,21,21,OPEN ENROLLMENT CHARTER SCHOOL
015828,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,015828009,HARMONY SCHOOL OF SCIENCE- SAN ANTONIO,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 06,No,Yes,310,0.458,0.158,B,85,B,86,B,82,C,78,B,82,B,84,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Not Earned,20,,124,,19,,OPEN ENROLLMENT CHARTER SCHOOL
015830,SOMERSET ACADEMIES OF TEXAS,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,3096,0.754,0.082,C,77,C,75,C,76,F,56,C,76,C,79,,,,,,,,,Not Earned,,,,,,,
015830,SOMERSET ACADEMIES OF TEXAS,015830001,SOMERSET ACADEMY BROOKS,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,PK - 12,No,Yes,1316,0.805,0.062,B,83,B,82,B,82,F,57,B,82,B,86,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,28,28,119,119,19,19,OPEN ENROLLMENT CHARTER SCHOOL
015830,SOMERSET ACADEMIES OF TEXAS,015830101,SOMERSET ACADEMY COLLEGIATE,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,PK - 12,No,Yes,1367,0.726,0.075,C,73,C,70,C,71,F,55,C,71,C,76,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,21,21,123,123,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015830,SOMERSET ACADEMIES OF TEXAS,015830102,SOMERSET ACADEMY LONE STAR,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 05,No,Yes,188,0.814,0.239,F,48,F,55,F,55,F,48,F,55,F,30,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,20,20,123,123,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015830,SOMERSET ACADEMIES OF TEXAS,015830103,SOMERSET ACADEMY OAKS,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 06,No,Yes,225,0.582,0.111,C,79,C,79,B,82,D,63,B,82,C,72,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,20,20,125,125,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,5644,0.647,0.168,B,89,B,87,B,88,B,80,B,88,A,92,,,,,,,,,Not Earned,,,,,,,
015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,015831001,SST DISCOVERY,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 08,No,Yes,530,0.689,0.194,B,83,C,76,B,81,B,80,B,81,B,86,,,Not Earned,Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,20,20,125,125,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,015831002,SST CORPUS CHRISTI,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,PK - 12,No,Yes,2215,0.7,0.096,A,93,A,90,A,92,C,74,A,92,A,94,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,27,27,34,34,27,27,OPEN ENROLLMENT CHARTER SCHOOL
015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,015831003,SST ADVANCEMENT,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 08,No,Yes,643,0.879,0.328,A,91,A,90,A,91,B,83,A,91,A,92,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,7,7,149,149,13,13,OPEN ENROLLMENT CHARTER SCHOOL
015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,015831004,SST NORTHWEST,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 08,No,Yes,782,0.33,0.143,B,85,B,85,B,81,B,81,C,74,B,86,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,20,20,117,117,19,19,OPEN ENROLLMENT CHARTER SCHOOL
015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,015831005,SST SUGARLAND,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 08,No,Yes,774,0.771,0.276,A,91,A,90,A,91,B,89,A,91,A,92,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,7,7,76,76,18,18,OPEN ENROLLMENT CHARTER SCHOOL
015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,015831006,SST HILL COUNTRY,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,PK - 10,No,Yes,689,0.45,0.135,B,88,B,85,B,86,B,86,B,85,A,92,,,Earned,Earned,Not Earned,Earned,Earned,Earned,Earned,20,20,125,125,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,015831007,SST ONLINE ACADEMY,REGION 20: SAN ANTONIO,BEXAR,Middle School,05 - 06,No,Yes,11,0.364,0.091,A,91,A,91,B,87,F,50,B,87,Not Rated,.,,,,,,,Not Earned,,Not Earned,35,,119,,26,,OPEN ENROLLMENT CHARTER SCHOOL
015833,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,75,0.48,0,D,60,D,60,D,60,F,57,D,60,F,59,,,,,,,,,,,,,,,,
015833,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,015833001,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,REGION 20: SAN ANTONIO,BEXAR,High School,09 - 12,No,Yes,75,0.48,0,D,60,D,60,D,60,F,57,D,60,F,59,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,35,35,123,123,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,4972,0.053,0.128,A,93,A,94,B,82,B,82,B,81,B,89,,,,,,,,,Earned,,,,,,,
015834,BASIS TEXAS,015834001,BASIS SAN ANTONIO- SHAVANO CAMPUS,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,06 - 12,No,Yes,1018,0.065,0.106,A,99,A,98,A,96,B,87,A,96,A,100,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,23,23,122,122,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834002,BASIS SAN ANTONIO- PRI NORTH CENTRAL CAMPUS,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 05,No,Yes,753,0.035,0.126,B,89,A,91,C,76,C,76,F,59,B,84,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,21,21,123,123,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834003,BASIS SAN ANTONIO - NORTHEAST CAMPUS,REGION 20: SAN ANTONIO,BEXAR,Middle School,05 - 07,No,Yes,91,0.363,0.055,B,87,A,90,B,85,B,81,B,85,C,79,,,Not Earned,Earned,,,Not Earned,Not Earned,Earned,21,21,120,120,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834004,BASIS AUSTIN,REGION 20: SAN ANTONIO,BEXAR,Elementary,03 - 08,No,Yes,273,0.022,0.055,A,95,A,96,A,93,A,93,B,89,A,93,,,Earned,Earned,Not Earned,,Earned,Not Earned,Earned,37,37,50,50,14,14,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834005,BASIS PFLUGERVILLE,REGION 20: SAN ANTONIO,BEXAR,Middle School,06 - 08,No,Yes,203,0,0.039,A,95,A,96,A,91,A,91,B,88,A,91,,,Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,10,,50,,14,,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834006,BASIS SAN ANTONIO - JACK LEWIS JR CAMPUS,REGION 20: SAN ANTONIO,BEXAR,Middle School,06 - 06,No,Yes,51,0,0.02,A,91,A,93,B,81,B,81,D,69,B,87,,,Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,20,,124,,19,,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834101,BASIS SAN ANTONIO PRI- MEDICAL CENTER CAMPUS,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 05,No,Yes,787,0.011,0.338,A,94,A,94,A,90,A,90,B,82,A,93,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,20,20,116,116,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834102,BASIS AUSTIN PRI,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 02,No,Yes,186,0.016,0.183,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,Not Rated,.,,,,,,,,,,37,37,50,49,14,14,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834103,BASIS SAN ANTONIO PRI - NORTHEAST CAMPUS,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 04,No,Yes,280,0.3,0.054,C,72,C,75,F,57,F,48,F,57,D,66,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,21,21,120,120,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834104,BASIS BENBROOK,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 05,No,Yes,331,0.091,0.021,C,75,B,80,F,57,F,57,F,55,D,64,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,,97,,9,,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834105,BASIS PFLUGERVILLE PRI,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 05,No,Yes,592,0.005,0.098,A,91,A,95,B,83,B,83,B,83,B,83,,,Earned,Earned,Not Earned,,Not Earned,Not Earned,Earned,10,,50,,14,,OPEN ENROLLMENT CHARTER SCHOOL
015834,BASIS TEXAS,015834106,BASIS SAN ANTONIO PRI - JACK LEWIS JR CAMPUS,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 05,No,Yes,407,0.007,0.057,B,84,B,88,D,63,D,63,F,56,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,20,,124,,19,,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,9970,0.261,0.099,B,86,B,85,C,77,C,77,C,74,B,88,,,,,,,,,Not Earned,,,,,,,
015835,GREAT HEARTS TEXAS,015835001,GREAT HEARTS MONTE VISTA,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 05,No,Yes,462,0.232,0.054,A,91,A,91,B,83,B,83,C,77,A,92,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Not Earned,35,35,123,123,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835002,GREAT HEARTS MONTE VISTA NORTH,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,06 - 12,No,Yes,444,0.239,0.043,A,91,B,89,B,80,C,79,B,80,A,94,,,Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,35,35,123,123,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835003,GREAT HEARTS NORTHERN OAKS,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,KG - 12,No,Yes,1440,0.178,0.046,A,91,A,90,B,81,B,80,B,81,A,92,,,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,21,21,121,121,25,25,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835004,GREAT HEARTS IRVING,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 05,No,Yes,817,0.169,0.22,B,82,B,86,C,75,C,75,D,60,C,73,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,33,33,105,105,16,16,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835005,GREAT HEARTS WESTERN HILLS,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,KG - 09,No,Yes,1056,0.455,0.1,C,79,C,76,C,74,D,65,C,74,B,87,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,124,124,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835006,GREAT HEARTS FOREST HEIGHTS,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,KG - 09,No,Yes,1050,0.204,0.12,B,84,B,82,C,74,C,74,D,65,A,90,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,20,20,116,116,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835007,GREAT HEARTS IRVING UPPER,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,06 - 12,No,Yes,758,0.244,0.131,A,95,A,94,A,90,B,85,A,90,A,96,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,33,33,105,105,16,16,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835008,GREAT HEARTS LAKESIDE,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 07,No,Yes,910,0.24,0.055,B,89,A,90,A,90,A,90,C,75,B,88,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,12,12,97,97,10,10,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835009,GREAT HEARTS LIVE OAK,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,KG - 09,No,Yes,973,0.329,0.044,B,81,C,78,C,71,D,69,C,71,B,87,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,35,35,118,118,19,19,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835010,GREAT HEARTS ARLINGTON,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 08,No,Yes,834,0.517,0.206,B,80,C,75,C,78,C,78,C,72,B,83,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,25,101,101,22,22,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835011,GREAT HEARTS ONLINE - TX,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 08,No,Yes,571,0.025,0.093,C,75,C,76,D,68,D,68,F,52,C,71,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,21,21,121,121,25,25,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835012,GREAT HEARTS INVICTUS,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 07,No,Yes,544,0.189,0.074,B,85,B,86,B,81,B,81,D,62,B,83,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,,122,,19,,OPEN ENROLLMENT CHARTER SCHOOL
015835,GREAT HEARTS TEXAS,015835013,GREAT HEARTS PRAIRIE VIEW,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 03,No,Yes,111,0.279,0.063,A,90,A,90,C,79,Not Rated,.,C,79,Not Rated,.,,,Not Earned,Earned,,,,,Not Earned,24,,98,,9,,OPEN ENROLLMENT CHARTER SCHOOL
015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,478,0.182,0.103,A,91,A,92,B,87,B,87,B,80,B,87,,,,,,,,,,,,,,,,
015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,015836001,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 08,No,Yes,478,0.182,0.103,A,91,A,92,B,87,B,87,B,80,B,87,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,21,21,123,123,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015838,COMPASS ROSE PUBLIC SCHOOLS,,,REGION 20: SAN ANTONIO,BEXAR,District,,No,Yes,2701,0.708,0.132,F,59,F,56,D,64,D,64,F,56,F,59,,,,,,,,,Not Earned,,,,,,,
015838,COMPASS ROSE PUBLIC SCHOOLS,015838001,COMPASS ROSE LEGACY,REGION 20: SAN ANTONIO,BEXAR,Elem/Secondary,06 - 12,No,Yes,542,0.76,0.149,D,62,F,56,D,64,D,64,D,60,F,57,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,28,28,119,119,19,19,OPEN ENROLLMENT CHARTER SCHOOL
015838,COMPASS ROSE PUBLIC SCHOOLS,015838002,COMPASS ROSE INGENUITY,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 08,No,Yes,608,0.855,0.109,D,69,F,57,C,70,C,70,F,59,D,67,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,23,23,124,124,19,19,OPEN ENROLLMENT CHARTER SCHOOL
015838,COMPASS ROSE PUBLIC SCHOOLS,015838003,COMPASS ROSE LEGACY EL,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 05,No,Yes,301,0.814,0.106,D,67,F,54,D,66,D,66,F,55,D,68,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,28,28,119,119,19,19,OPEN ENROLLMENT CHARTER SCHOOL
015838,COMPASS ROSE PUBLIC SCHOOLS,015838005,COMPASS ROSE JOURNEY,REGION 20: SAN ANTONIO,BEXAR,Elementary,PK - 07,No,Yes,436,0.745,0.183,C,72,F,53,C,71,C,71,F,53,C,73,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,21,21,120,120,26,26,OPEN ENROLLMENT CHARTER SCHOOL
015838,COMPASS ROSE PUBLIC SCHOOLS,015838006,COMPASS ROSE DESTINY,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 07,No,Yes,501,0.513,0.104,F,56,F,58,F,58,F,58,F,53,F,51,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,35,35,46,46,14,14,OPEN ENROLLMENT CHARTER SCHOOL
015838,COMPASS ROSE PUBLIC SCHOOLS,015838007,COMPASS ROSE HARVEST,REGION 20: SAN ANTONIO,BEXAR,Elementary,KG - 06,No,Yes,234,0.372,0.085,F,47,F,54,F,52,F,52,F,48,F,30,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,27,,17,,5,,OPEN ENROLLMENT CHARTER SCHOOL
